Location_id,Field 2,Phone number,Toll-free phone number,TTY phone number,Use the same address as the organization,Location,Is this location open at least weekly,Hours of operation,Recurring dates,Holiday schedule (location closed),Income eligibility and fees,Income standard for eligibility,Max percentage of income standard,Sliding scale fees description,Flat fee description,Location takes legal volunteers?,A licensed attorney is available to support legal volunteers.,Malpractice insurance is provided for legal volunteers.,Attachments,Research and/or clerking services are provided to volunteers.,Same phone number as organization?,"The office, equipment,  and supplies are available to volunteers to conduct pro bono work.",Location serves all of Illinois,Service area limited to specific,Cities,Counties,Zip codes,Organization ID,Services
36146,Trenton Public Library,618.224.7662,,,No,,Yes,Sunday: Closed Monday: Closed Tuesday: 10:00-19:00  Wednesday: 10:00-19:00  Thursday: 10:00-19:00  Friday: 15:00-17:00  Saturday: 9:00-13:00,,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Clinton,,24716,36151
36136,Germantown Public Library,618.523.4820,,,No,,Yes,Sunday: Closed Monday: 10:00-16:00  Tuesday: 13:00-20:00  Wednesday: 10:00-16:00  Thursday: 13:00-20:00  Friday: 13:00-18:00  Saturday: 9:00-12:00,,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Clinton,,24716,36141
36126,CLASP Southwest,(708) 995-3797,,,No,,Yes,Sunday: Closed Monday: 9:00-16:00  Tuesday: 9:00-16:00  Wednesday: 9:00-16:00  Thursday: 9:00-16:00  Friday: Closed Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,Yes,,,,,No,,No,Zip codes,,,"60104

    60130

    60131

    60153

    60154

    60160

    60161

    60162

    60163

    60164

    60165

    60171

    60301

    60302

    60303

    60304

    60305

    60402

    60406

    60409

    60411

    60412

    60415

    60417

    60419

    60422

    60425

    60426

    60428

    60429

    60430

    60438

    60439

    60443

    60445

    60452

    60453

    60454

    60455

    60456

    60457

    60458

    60459

    60461

    60462

    60463

    60464

    60465

    60466

    60467

    60469

    60471

    60472

    60473

    60475

    60476

    60477

    60478

    60480

    60482

    60499

    60501

    60513

    60521

    60522

    60523

    60525

    60540

    60546

    60558

    60601

    60602

    60603

    60604

    60605

    60606

    60607

    60608

    60609

    60610

    60611

    60613

    60614

    60615

    60616

    60617

    60619

    60620

    60621

    60625

    60628

    60629

    60632

    60633

    60636

    60637

    60638

    60640

    60643

    60649

    60652

    60653

    60654

    60655

    60657

    60659

    60660

    60661

    60803

    60805

    60827",25231,29821
36111,Ralph W. & Bernice S. Sprehe Library,618.495.9955,,,No,,Yes,Sunday: Closed Monday: 13:00-17:00  Tuesday: Closed Wednesday: Closed Thursday: 13:00-17:00  Friday: 13:00-17:00  Saturday: 10:00-14:00,,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Clinton,,24716,36116
35981,Brown County Public Library,(217) 773-2013,,,Yes,,Yes,Sunday: Closed Monday: 9:00-16:00  Tuesday: 9:00-16:00  Wednesday: 9:00-16:00  Thursday: 9:00-16:00  Friday: 9:00-16:00  Saturday: 9:00-12:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Brown,,24526,
34986,Columbia Public Library,(618) 281-4237,,,No,,Yes,Sunday: Closed Monday: 9:00-20:30  Tuesday: 9:00-20:30  Wednesday: 9:00-20:30  Thursday: 9:00-20:30  Friday: 9:00-17:00  Saturday: 9:00-16:00,,"New Year's Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Monroe,,25466,34991
34971,Viola Public Library District,(309) 596-2620,,,No,,Yes,"Sunday: Closed Monday: 9:00-12:00 , 14:00-18:00  Tuesday: 9:00-12:00 , 14:00-18:00  Wednesday: 9:00-12:00 , 14:00-18:00  Thursday: 9:00-12:00 , 14:00-18:00  Friday: 9:00-12:00 , 14:00-17:00  Saturday: 9:00-12:00",,"New Year's Day

    New Year's Eve

    Memorial Day

    Independence Day

    Labor Day

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Mercer,,25446,34976
34956,Carnegie-Schuyler Library,(217) 562-2326,,,No,,Yes,Sunday: Closed Monday: 11:00-18:00  Tuesday: 11:00-18:00  Wednesday: 11:00-18:00  Thursday: 11:00-18:00  Friday: 11:00-18:00  Saturday: 9:00-13:00,,"New Year's Day

    New Year's Eve

    Independence Day

    Labor Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Christian,,24686,34961
34921,Greenville Public Library,(618) 664-3115,,,No,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 10:00-20:00  Thursday: 10:00-20:00  Friday: 8:00-17:00  Saturday: 8:00-12:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Veterans Day

    Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Bond,,24516,34926
33846,Markham Courthouse Collection Defense Advice Desk,312-726-2938,,,No,,Yes,Sunday: Closed Monday: Closed Tuesday: Closed Wednesday: 9:00-12:00  Thursday: Closed Friday: Closed Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Cook,,24646,33921
32771,Johnston City Public Library,(618) 983-6359,,,No,,Yes,Sunday: Closed Monday: 12:00-19:00  Tuesday: 12:00-19:00  Wednesday: 12:00-18:00  Thursday: 12:00-18:00  Friday: 11:00-17:00  Saturday: 9:00-13:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Williamson,,25921,33871
32766,Crab Orchard Public Library,(618) 982-2141,,,No,,Yes,Sunday: Closed Monday: 11:00-18:30  Tuesday: 11:00-18:30  Wednesday: 11:00-17:00  Thursday: 23:00-17:00  Friday: 23:00-17:00  Saturday: 23:00-17:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Williamson,,25921,61871
31406,Lake County at YWCA Gurnee,(312) 660-1370,,,No,,No,,"Repeats every month on the third Monday 24 times. Monday, July 18, 2016 - 9:00am to 5:00pm","New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Sliding scale based on income,,,"There is a $50 first-time consultation fee ($30 returning consultation fee for past clients with a new issue).  Fees are payable by money order, cash, or credit card.  Fees may be waived in some cases.",,Yes,,,,,Yes,,Yes,,,,,25491,31751
31396,Indiana Office,(312) 660-1370,,,No,,Yes,Sunday: Closed Monday: 8:30-17:00  Tuesday: 8:30-17:00  Wednesday: 8:30-17:00  Thursday: 8:30-17:00  Friday: 8:30-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Sliding scale based on income,,,"There is a $50 first-time consultation fee ($30 returning consultation fee for past clients with a new issue).  Fees are payable by money order, cash, or credit card.  Fees may be waived in some cases.",,Yes,,,,,Yes,,Yes,,,,,25491,31741
30241,Kane County Domestic Violence Courthouse Project,(630) 232-9415,,,No,,Yes,Sunday: Closed Monday: 8:30-16:00  Tuesday: 8:30-16:00  Wednesday: Closed Thursday: 13:00-16:00  Friday: Closed Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day",Free to eligible persons/entities,Federal Poverty Level,200%,,,Yes,,,,,No,,No,Counties,,Kane,,25596,30246
30051,Woodlawn Legal Clinic,(312) 341-1070,,,No,,No,,"Repeats every month on the second Wednesday 100 times. Wednesday, June 8, 2016 - 4:00pm to 6:00pm","New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to eligible persons/entities,Federal Poverty Level,150%,,,Yes,,,,,Yes,,No,Counties,,Cook,,25231,30301
30041,William J. Hibbler Pro Se Assistance Program,(312) 435-5691,,,No,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: Closed Thursday: Closed Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Washington's Birthday

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Day",Free to everyone,,,,,Yes,,,,,No,,No,Counties,,"Cook

    DuPage

    Grundy

    Kane

    Kendall

    La Salle

    Lake

    Will",,25231,30046
30026,Veterans Legal Clinic,(312) 347-8340,,,No,,No,,"Repeats every month on the third Thursday 100 times. Thursday, June 16, 2016 - 12:00pm to 4:00pm","New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,Yes,,,,,No,,No,Counties,,Cook,,25231,30031
30011,Public Benefits Outreach and Enrollment Project - South Chicago,(312) 745-1132,,,No,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: Closed Thursday: 9:00-17:00  Friday: Closed Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to eligible persons/entities,Federal Poverty Level,125%,,,Yes,,,,,No,,No,Cities,Chicago,,,25231,30016
30001,Public Benefits Outreach and Enrollment Project - King,(312) 747-2272,,,No,,Yes,Sunday: Closed Monday: Closed Tuesday: 9:00-17:00  Wednesday: Closed Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to eligible persons/entities,Federal Poverty Level,125%,,,Yes,,,,,No,,No,Cities,Chicago,,,25231,30006
29986,Public Benefits Outreach and Enrollment Project - Garfield,(312) 743-0312,,,No,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: Closed Thursday: Closed Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to eligible persons/entities,Federal Poverty Level,125%,,,Yes,,,,,No,,No,Cities,Chicago,,,25231,29991
29971,Public Benefits Outreach and Enrollment Project - Trina Davila,(312) 742-8727,,,No,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: Closed Thursday: Closed Friday: Closed Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to eligible persons/entities,Federal Poverty Level,125%,,,Yes,,,,,No,,No,Cities,Chicago,,,25231,29976
29956,Public Benefits Outreach and Enrollment Project - North Area,(312) 744-9294,,,No,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: Closed Wednesday: Closed Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to eligible persons/entities,Federal Poverty Level,125%,,,Yes,,,,,No,,No,Cities,Chicago,,,25231,29966
29936,Provident Legal Clinic,(312) 572-5994,,,No,,No,,"Repeats every month on the third Friday 24 times. Friday, June 17, 2016 - 1:00pm to 3:00pm

    Friday, July 15, 2016 - 1:00pm to 3:00pm

    Friday, August 19, 2016 - 1:00pm to 3:00pm

    Friday, September 16, 2016 - 1:00pm to 3:00pm

    Friday, October 21, 2016 - 1:00pm to 3:00pm

    Friday, November 18, 2016 - 2:00pm to 4:00pm

    Friday, December 16, 2016 - 2:00pm to 4:00pm

    Friday, January 20, 2017 - 2:00pm to 4:00pm

    Friday, February 17, 2017 - 2:00pm to 4:00pm

    Friday, March 17, 2017 - 1:00pm to 3:00pm

    Friday, April 21, 2017 - 1:00pm to 3:00pm

    Friday, May 19, 2017 - 1:00pm to 3:00pm

    Friday, June 16, 2017 - 1:00pm to 3:00pm

    Friday, July 21, 2017 - 1:00pm to 3:00pm

    Friday, August 18, 2017 - 1:00pm to 3:00pm

    Friday, September 15, 2017 - 1:00pm to 3:00pm

    Friday, October 20, 2017 - 1:00pm to 3:00pm

    Friday, November 17, 2017 - 2:00pm to 4:00pm

    Friday, December 15, 2017 - 2:00pm to 4:00pm

    Friday, January 19, 2018 - 2:00pm to 4:00pm

    Friday, February 16, 2018 - 2:00pm to 4:00pm

    Friday, March 16, 2018 - 1:00pm to 3:00pm

    Friday, April 20, 2018 - 1:00pm to 3:00pm

    Friday, May 18, 2018 - 1:00pm to 3:00pm","New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to eligible persons/entities,Federal Poverty Level,400%,,,Yes,,,,,No,,No,Counties,,Cook,,25231,29941
29891,Katten Legal Clinic - Jose De Diego Community Academy,(312) 341-1070,,,No,,No,,"Repeats every month on January, February, March, April, May, September, October, November, December on the third Wednesday 100 times. Wednesday, June 15, 2016 - 4:30pm to 7:00pm","New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to eligible persons/entities,Federal Poverty Level,150%,,,Yes,,,,,Yes,,No,Counties,,Cook,,25231,29906
29501,Administrative Offices,618-398-0574,,,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-18:00  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Day",Free to eligible persons/entities,Federal Poverty Level,200%,,,No,,,,,Yes,,No,Counties,,"Adams

    Alexander

    Bond

    Brown

    Calhoun

    Cass

    Champaign

    Christian

    Clark

    Clay

    Clinton

    Coles

    Crawford

    Cumberland

    Dewitt

    Douglas

    Edgar

    Edwards

    Effingham

    Fayette

    Ford

    Franklin

    Gallatin

    Greene

    Hamilton

    Hancock

    Hardin

    Jackson

    Jasper

    Jefferson

    Jersey

    Johnson

    Lawrence

    Logan

    Macon

    Macoupin

    Madison

    Marion

    Mason

    Massac

    Menard

    Monroe

    Montgomery

    Morgan

    Moultrie

    Perry

    Piatt

    Pike

    Pope

    Pulaski

    Randolph

    Richland

    Saint Clair

    Saline

    Sangamon

    Schuyler

    Scott

    Shelby

    Union

    Vermilion

    Wabash

    Washington

    Wayne

    White

    Williamson",,25251,
29391,Waukegan Office,(847) 662-6925,(800) 690-2308,,No,,Yes,"Sunday: Closed Monday: 8:30-12:00 , 13:00-17:00  Tuesday: 8:30-12:00 , 13:00-17:00  Wednesday: 8:30-12:00 , 13:00-17:00  Thursday: 8:30-12:00 , 13:00-17:00  Friday: 8:30-12:00 , 13:00-17:00  Saturday: Closed",,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to eligible persons/entities,Federal Poverty Level,200%,,,Yes,,,,,No,,No,Counties,,Lake,,25596,"30116,30111,30106,29566,29561"
29116,Calumet Center,(773) 371-3642,,,No,,Yes,Sunday: Closed Monday: 8:30-17:00  Tuesday: 8:30-20:00  Wednesday: 8:30-20:00  Thursday: 8:30-20:00  Friday: 8:30-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to eligible persons/entities,Federal Poverty Level,200%,,,Yes,,,,,No,,No,Zip codes,,,"60609

    60615

    60619

    60620

    60621

    60628

    60636

    60637

    60643

    60655

    60827",25311,29126
28866,Southwest Center,708-974-2300,,800-526-0844; Spanish: 800-501-0864,No,,Yes,Sunday: Closed Monday: 8:30-17:00  Tuesday: 8:30-21:00  Wednesday: 8:30-21:00  Thursday: 8:30-21:00  Friday: 8:30-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to eligible persons/entities,Federal Poverty Level,200%,,,Yes,,,,,No,,No,Cities,"Blue Island

    Calumet City

    Lemont

    Oak Forest

    Orland Park

    Palos Heights

    Palos Hills

    Palos Park

    Worth",,,25311,28871
28716,Amicus Poloniae,(773) 763-8520,,,No,,No,Sunday: Closed Monday: Closed Tuesday: Closed Wednesday: Closed Thursday: Closed Friday: Closed Saturday: 10:00-12:00,"Repeats every month on the third Saturday 24 times. Saturday, August 20, 2016 - 10:00am to 12:00pm

    Saturday, September 17, 2016 - 10:00am to 12:00pm

    Saturday, October 15, 2016 - 10:00am to 12:00pm

    Saturday, November 19, 2016 - 10:00am to 12:00pm

    Saturday, December 17, 2016 - 10:00am to 12:00pm

    Saturday, January 21, 2017 - 10:00am to 12:00pm

    Saturday, February 18, 2017 - 10:00am to 12:00pm

    Saturday, March 18, 2017 - 10:00am to 12:00pm

    Saturday, April 15, 2017 - 10:00am to 12:00pm

    Saturday, May 20, 2017 - 10:00am to 12:00pm

    Saturday, June 17, 2017 - 10:00am to 12:00pm

    Saturday, July 15, 2017 - 10:00am to 12:00pm

    Saturday, August 19, 2017 - 10:00am to 12:00pm

    Saturday, September 16, 2017 - 10:00am to 12:00pm

    Saturday, October 21, 2017 - 10:00am to 12:00pm

    Saturday, November 18, 2017 - 10:00am to 12:00pm

    Saturday, December 16, 2017 - 10:00am to 12:00pm

    Saturday, January 20, 2018 - 10:00am to 12:00pm

    Saturday, February 17, 2018 - 10:00am to 12:00pm

    Saturday, March 17, 2018 - 10:00am to 12:00pm

    Saturday, April 21, 2018 - 10:00am to 12:00pm

    Saturday, May 19, 2018 - 10:00am to 12:00pm

    Saturday, June 16, 2018 - 10:00am to 12:00pm

    Saturday, July 21, 2018 - 10:00am to 12:00pm",,Free to eligible persons/entities,Federal Poverty Level,175%,,,Yes,,,,,No,,No,Counties,,Cook,,24656,28721
