Services-ID,Title,Is this service open?,Service type,Same phone number as organization?,Phone number,Level of service,Is this service a hotline?,Is this service an advice desk or walk-in clinic?,Average volume for this service,Same hours as location,Service availability,Is this location open at least weekly,Hours of operation,Dates and hours,Same holidays as location,Holiday schedule,Geolocation,Same income eligibility as location,Income eligibility and fees,Flat fee description,Sliding scale fees description,Max percentage of income standard,Amenities offered,Navigator availability,Is printing free for legal self-help center users?,Printing costs,Is scanning free for legal self-help center users?,Scanning costs,Is this service limited to specific populations?,An individual must be one of these to qualify,Featured content,Application process,Application form link,Process for applying by email,Process for applying by phone,Process for applying online,Process for walk-ins,Maximum callbacks per intake slot,Callback slots per applicant,Service is delivered,Website address,Organization ID,Location ID
51451,Free legal information and forms in Montgomery County,Yes,Legal self-help center,Yes,(217) 324-3866,,,,,Yes,Fixed hours,Yes,Sunday: Closed Monday: 10:00-20:00  Tuesday: 10:00-20:00  Wednesday: 10:00-20:00  Thursday: 10:00-20:00  Friday: 10:00-17:00  Saturday: 10:00-14:00,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 39.19038, -89.63778",Yes,Free to everyone,,,,"Computers & Internet

    WiFi

    Online court forms

    Online legal info

    Online referrals to legal help

    Printers",,No,$0.25 per page,,,No,,"Getting a divorce

    Changing child support payments

    Forcing a parent to pay child support

    Suing someone for $10,000 or less

    Getting an order of protection for domestic violence

    Being sued for mortgage foreclosure",,,,,,,,,,http://www.litchfieldpubliclibrary.org/,25471,51446
51431,Free legal information and forms in Montgomery County,Yes,Legal self-help center,Yes,(217) 532-3055,,,,,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:30-17:00  Tuesday: 9:30-19:30  Wednesday: 9:30-19:30  Thursday: 9:30-19:30  Friday: 9:30-17:00  Saturday: 9:30-13:00,,Yes,"New Year's Day

    New Year's Eve

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Day","Geolocation is 39.155644, -89.482574",Yes,Free to everyone,,,,"Computers & Internet

    Online court forms

    Online legal info

    Online referrals to legal help",,,,,,No,,"Getting a divorce

    Changing child support payments

    Forcing a parent to pay child support

    Suing someone for $10,000 or less

    Getting an order of protection for domestic violence

    Being sued for mortgage foreclosure",,,,,,,,,,http://www.montgomerycountymd.gov/circuitcourt/court/lawlibrary/lawlibrary.html,25471,27346
51426,Free legal information and forms in McLean County,Yes,Legal self-help center,Yes,(309) 888-5301,,,,,Yes,Fixed hours,Yes,Sunday: Closed Monday: 8:30-16:30  Tuesday: 8:30-16:30  Wednesday: 8:30-16:30  Thursday: 8:30-16:30  Friday: 8:30-16:30  Saturday: Closed,,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 40.47558, -89.00472",Yes,Free to everyone,,,,"Computers & Internet

    Online court forms

    Paper court forms

    Online legal info

    Printed legal info

    Online referrals to legal help

    Referrals to legal aid

    Website navigator

    Court navigator

    Printers

    Scanners",Navigation help is available part of the time we are open (hours vary),Yes,,No,Scanning is free for e-filing purposes only,No,,"Getting a divorce

    Understanding eviction as a tenant

    Avoiding mortgage foreclosure

    Being sued for mortgage foreclosure

    Getting guardianship of a child

    Creating a living will without a lawyer",,,,,,,,,,http://mcleancountyil.gov/,25436,27311
51421,Free legal information and forms in McHenry County,Yes,Legal self-help center,Yes,(815) 334-0317,,,,,No,Fixed hours,Yes,Sunday: Closed Monday: 10:00-14:00  Tuesday: 10:00-14:00  Wednesday: 10:00-14:00  Thursday: 10:00-14:00  Friday: 10:00-14:00  Saturday: Closed,,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 42.320586, -88.447623",Yes,Free to everyone,,,,"Computers & Internet

    Online court forms

    Paper court forms

    Online legal info

    Printed legal info

    Online referrals to legal help

    Website navigator

    Court navigator",Navigation help is provided during open hours,,,,,No,,"Getting an order of protection for domestic violence

    Getting a divorce

    Getting parental responsibilities or custody of a child

    Changing child support payments

    Suing someone for $10,000 or less

    Being sued for $10,000 or less",,,,,,,,,,https://www.co.mchenry.il.us/home,25431,27306
51416,Free legal information and forms in McDonough County,Yes,Legal self-help center,Yes,(309) 298-2722,,,,,Yes,Fixed hours,Yes,Sunday: Closed Monday: 8:00-16:30  Tuesday: 8:00-16:30  Wednesday: 8:00-16:30  Thursday: 8:00-16:30  Friday: 8:00-16:30  Saturday: Closed,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 40.457219, -90.674006",Yes,Free to everyone,,,,"Computers & Internet

    WiFi

    Online court forms

    Online legal info

    Online referrals to legal help

    Website navigator

    Printers",Navigation help is available part of the time we are open (hours vary),Yes,,,,No,,"Getting a divorce

    Getting child support

    Being sued for $10,000 or less

    Understanding eviction as a tenant

    Getting an order of protection for domestic violence

    Avoiding mortgage foreclosure",,,,,,,,,,http://wiu.edu/libraries/info/malpassLibrary.php,25426,51406
51401,Free legal information and forms in McDonough County,Yes,Legal self-help center,Yes,(309) 772-2060,,,,,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:00-18:00  Tuesday: 9:00-18:00  Wednesday: 9:00-19:00  Thursday: 10:00-18:00  Friday: 10:00-6:00  Saturday: 10:00-14:00,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 40.553035, -90.508826",Yes,Free to everyone,,,,"Computers & Internet

    WiFi

    Online court forms

    Online legal info

    Online referrals to legal help

    Website navigator

    Printers",Navigation help is provided during open hours,No,$0.15 per page,,,No,,"Getting a divorce

    Getting child support

    Being sued for $10,000 or less

    Understanding eviction as a tenant

    Getting an order of protection for domestic violence

    Avoiding mortgage foreclosure",,,,,,,,,,,25426,51396
51371,Free legal information and forms in McDonough County,Yes,Legal self-help center,Yes,(309) 652-3166,,,,,Yes,Fixed hours,Yes,Sunday: Closed Monday: 12:30-20:00  Tuesday: 8:30-17:00  Wednesday: 8:30-20:00  Thursday: Closed Friday: 0:30-17:00  Saturday: 8:30-17:00,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 40.556556, -90.829213",Yes,Free to everyone,,,,"Computers & Internet

    Online court forms

    Online legal info

    Online referrals to legal help",,,,,,No,,"Getting a divorce

    Getting child support

    Being sued for $10,000 or less

    Understanding eviction as a tenant

    Getting an order of protection for domestic violence

    Avoiding mortgage foreclosure",,,,,,,,,,https://www.facebook.com/Blandinsville-Hire-District-Library-193826953981737/,25426,51366
51361,Free legal information and forms in McDonough County,Yes,Legal self-help center,Yes,(309) 833-2714,,,,,Yes,Fixed hours,Yes,Sunday: Closed Monday: 9:00-18:00  Tuesday: 9:00-18:00  Wednesday: 9:00-21:00  Thursday: 9:00-18:00  Friday: 9:00-18:00  Saturday: 9:00-18:00,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 40.457219, -90.674006",Yes,Free to everyone,,,,"Computers & Internet

    WiFi

    Online court forms

    Paper court forms

    Online legal info

    Online referrals to legal help

    Website navigator

    Printers",Navigation help is provided during open hours,No,"The first 3 pages are free, then $0.10 per page",,,No,,"Getting a divorce

    Getting child support

    Being sued for $10,000 or less

    Understanding eviction as a tenant

    Getting an order of protection for domestic violence

    Avoiding mortgage foreclosure",,,,,,,,,,http://www.macomb.lib.il.us/,25426,27301
51356,Free legal information and forms in Massac County,Yes,Legal self-help center,Yes,(618) 524-4312,,,,,Yes,Fixed hours,Yes,Sunday: Closed Monday: 10:00-19:00  Tuesday: 10:00-19:00  Wednesday: 10:00-19:00  Thursday: 10:00-19:00  Friday: 10:00-18:00  Saturday: 10:00-18:00,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 37.154433, -88.723675",Yes,Free to everyone,,,,"Computers & Internet

    WiFi

    Online court forms

    Online legal info

    Online referrals to legal help

    Printers

    Scanners",,No,$0.25 per page,Yes,,No,,"Getting an order of protection for domestic violence

    Getting a divorce

    Expunging or sealing a criminal record

    Being sued for $10,000 or less

    Suing someone for $10,000 or less

    Changing child support payments",,,,,,,,,,http://www.metropolispubliclibrary.com/,25421,27296
51351,Free legal information and forms in Mason County,Yes,Legal self-help center,Yes,(309) 543-4701,,,,,Yes,Fixed hours,Yes,Sunday: Closed Monday: 10:00-19:30  Tuesday: 10:00-19:30  Wednesday: 10:00-19:30  Thursday: 10:00-19:30  Friday: 10:00-18:00  Saturday: Closed,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 40.297332, -90.063176",Yes,Free to everyone,,,,"Computers & Internet

    Online court forms

    Online legal info

    Online referrals to legal help

    Website navigator

    Printers

    Scanners",Navigation help is provided during open hours,No,$0.15 per page,Yes,,No,,"Getting a divorce

    Suing someone for $10,000 or less

    Being sued for $10,000 or less

    Understanding eviction as a tenant

    Getting an order of protection for domestic violence

    Starting a chapter 7 bankruptcy",,,,,,,,,,http://www.havana.lib.il.us/,25416,27291
51346,Free legal information and forms in Marshall County,Yes,Legal self-help center,Yes,(309) 246-2855,,,,,Yes,Fixed hours,Yes,Sunday: Closed Monday: 13:00-19:00  Tuesday: 13:00-19:00  Wednesday: 13:00-19:00  Thursday: Closed Friday: 10:00-17:00  Saturday: 9:00-13:00,,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 41.020963, -89.405973",Yes,Free to everyone,,,,"Computers & Internet

    WiFi

    Online court forms

    Online legal info

    Online referrals to legal help

    Printers

    Scanners",,No,$0.10 per page,Yes,,No,,"Suing someone for $10,000 or less

    Being sued for $10,000 or less

    How-to guide: Changing your name

    Getting a divorce

    Next steps after a spouse files for divorce

    Changing child support payments",,,,,,,,,,https://laconlibrary.wordpress.com/,25411,27286
51341,Free legal information and forms in Marion County,Yes,Legal self-help center,Yes,(618) 547-3250,,,,,Yes,Fixed hours,Yes,"Sunday: Closed Monday: 13:00-17:00  Tuesday: 13:00-17:00  Wednesday: 13:00-17:00  Thursday: 9:00-12:00 , 13:00-17:00  Friday: 13:00-17:00  Saturday: 9:00-12:00",,Yes,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 38.77047, -88.849169",Yes,Free to everyone,,,,"Computers & Internet

    Online court forms

    Online legal info

    Online referrals to legal help",,,,,,No,,"Getting a divorce

    Changing child support payments

    Suing someone for $10,000 or less

    Being sued for $10,000 or less

    Understanding eviction as a tenant

    Getting an order of protection for domestic violence",,,,,,,,,,,25401,51336
51331,Free legal information and forms in Marion County,Yes,Legal self-help center,Yes,(618) 532-5222,,,,,Yes,Fixed hours,Yes,Sunday: 13:30-17:00  Monday: 10:00-20:00  Tuesday: 10:00-20:00  Wednesday: 10:00-20:00  Thursday: 10:00-20:00  Friday: 10:00-17:00  Saturday: 12:00-17:00,,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 38.53212, -89.13702",Yes,Free to everyone,,,,"Computers & Internet

    WiFi

    Online court forms

    Online legal info

    Online referrals to legal help

    Website navigator

    Printers",Navigation help is provided during open hours,No,$0.20 per page,,,No,,"Getting a divorce

    Changing child support payments

    Suing someone for $10,000 or less

    Being sued for $10,000 or less

    Understanding eviction as a tenant

    Getting an order of protection for domestic violence",,,,,,,,,,http://www.centralialibrary.org/,25401,51326
51321,Free legal information and forms in Marion County,Yes,Legal self-help center,Yes,(618) 548-3006,,,,,Yes,Fixed hours,Yes,Sunday: Closed Monday: 11:00-20:00  Tuesday: 11:00-20:00  Wednesday: 11:00-20:00  Thursday: 11:00-20:00  Friday: 9:00-14:00  Saturday: 9:00-14:00,,Yes,"New Year's Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 38.62836, -88.946423",Yes,Free to everyone,,,,"Computers & Internet

    WiFi

    Online court forms

    Online legal info

    Online referrals to legal help

    Website navigator

    Printers",Navigation help is provided during open hours,No,$0.20 per page for black and white copies; $0.50 per page for color copies,,,No,,"Getting a divorce

    Changing child support payments

    Suing someone for $10,000 or less

    Being sued for $10,000 or less

    Understanding eviction as a tenant

    Getting an order of protection for domestic violence",,,,,,,,,,http://www.salembbl.lib.il.us/,25401,27276
51316,Free legal information and forms in Madison County,Yes,Legal self-help center,Yes,(618) 692-6240,,,,,Yes,Fixed hours,Yes,Sunday: Closed Monday: 8:30-16:30  Tuesday: 8:30-16:30  Wednesday: 8:30-16:30  Thursday: 8:30-16:30  Friday: 8:30-16:30  Saturday: Closed,,Yes,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day","Geolocation is 38.808317, -89.950081",Yes,Free to everyone,,,,"Computers & Internet

    Online court forms

    Paper court forms

    Online legal info

    Online referrals to legal help

    Website navigator

    Court navigator

    Printers",Navigation help is provided during open hours,Yes,,,,No,,"Getting guardianship of a child

    Suing someone for $10,000 or less

    Being sued for $10,000 or less

    Getting an order of protection for domestic violence

    Getting a divorce

    Changing child support payments",,,,,,,,,,http://www.co.madison.il.us/,25391,27266
